,article_id,product_code,prod_name,product_type_no,product_type_name,product_group_name,graphical_appearance_no,graphical_appearance_name,colour_group_code,colour_group_name,perceived_colour_value_id,perceived_colour_value_name,perceived_colour_master_id,perceived_colour_master_name,department_no,department_name,index_code,index_name,index_group_no,index_group_name,section_no,section_name,garment_group_no,garment_group_name,detail_desc
27467,620182001,620182,purple off shoulder top,258,Blouse,Garment Upper body,1010016,Solid,10,White,3,Light,9,White,1545,Projects Woven Tops,D,Divided,2,Divided,50,Divided Projects,1010,Blouses,"Blouse in woven fabric with an opening and button at the back of the neck, lace at the top, a transparent mesh yoke and long sleeves with a seam and flared cuffs doubled with a layer of mesh."
27511,620208002,620208,NIKE legging,273,Leggings/Tights,Garment Lower body,1010016,Solid,73,Dark Blue,4,Dark,2,Blue,7920,Kids Girl Jersey Basic,H,Children Sizes 92-140,4,Baby/Children,79,Girls Underwear & Basics,1002,Jersey Basic,"Leggings in heavy, organic cotton jersey with a soft brushed inside. Skinny fit with an easy pull-on, elasticated waist."
27513,620208008,620208,NIKE legging,273,Leggings/Tights,Garment Lower body,1010010,Melange,9,Black,4,Dark,12,Grey,7920,Kids Girl Jersey Basic,H,Children Sizes 92-140,4,Baby/Children,79,Girls Underwear & Basics,1002,Jersey Basic,"Leggings in heavy, organic cotton jersey with a soft brushed inside. Skinny fit with an easy pull-on, elasticated waist."
27517,620208031,620208,NIKE legging,273,Leggings/Tights,Garment Lower body,1010001,All over pattern,8,Dark Grey,4,Dark,12,Grey,7920,Kids Girl Jersey Basic,H,Children Sizes 92-140,4,Baby/Children,79,Girls Underwear & Basics,1002,Jersey Basic,"Leggings in heavy, organic cotton jersey with a soft brushed inside. Skinny fit with an easy pull-on, elasticated waist."
27590,620238001,620238,Nut solid trousers,272,Trousers,Garment Lower body,1010016,Solid,9,Black,4,Dark,5,Black,1948,Trousers & Skirt,A,Ladieswear,1,Ladieswear,18,Womens Trend,1009,Trousers,"Ankle-length suit trousers in woven fabric with a high waist, zip fly, concealed hook-and-eye fastening and tapered legs with creases."
27638,620405001,620405,Glans SS,258,Blouse,Garment Upper body,1010016,Solid,9,Black,4,Dark,5,Black,1919,Jersey,A,Ladieswear,1,Ladieswear,2,H&M+,1005,Jersey Fancy,"Tunic in softly draping jersey with a V-neck, short sleeves and gently rounded hem."
27641,620423010,620423,MISCHA tee,255,T-shirt,Garment Upper body,1010017,Stripe,10,White,3,Light,9,White,7920,Kids Girl Jersey Basic,H,Children Sizes 92-140,4,Baby/Children,79,Girls Underwear & Basics,1002,Jersey Basic,T-shirts in soft organic cotton jersey with a rounded hem. Slightly longer at the back.
27652,620424017,620424,FREJA,255,T-shirt,Garment Upper body,1010017,Stripe,10,White,3,Light,9,White,7920,Kids Girl Jersey Basic,H,Children Sizes 92-140,4,Baby/Children,79,Girls Underwear & Basics,1002,Jersey Basic,Long-sleeved tops in organic cotton jersey.
27654,620424023,620424,FREJA,255,T-shirt,Garment Upper body,1010016,Solid,10,White,3,Light,9,White,7920,Kids Girl Jersey Basic,H,Children Sizes 92-140,4,Baby/Children,79,Girls Underwear & Basics,1002,Jersey Basic,Long-sleeved tops in organic cotton jersey.
27655,620424024,620424,FREJA,255,T-shirt,Garment Upper body,1010017,Stripe,10,White,3,Light,9,White,7920,Kids Girl Jersey Basic,H,Children Sizes 92-140,4,Baby/Children,79,Girls Underwear & Basics,1002,Jersey Basic,Long-sleeved tops in organic cotton jersey.
27661,620424035,620424,FREJA,255,T-shirt,Garment Upper body,1010016,Solid,8,Dark Grey,4,Dark,12,Grey,7920,Kids Girl Jersey Basic,H,Children Sizes 92-140,4,Baby/Children,79,Girls Underwear & Basics,1002,Jersey Basic,Long-sleeved tops in organic cotton jersey.
27720,620533001,620533,Skinny MC 79,272,Trousers,Garment Lower body,1010023,Denim,72,Blue,2,Medium Dusty,2,Blue,7956,Kids Boy Denim,H,Children Sizes 92-140,4,Baby/Children,46,Kids Boy,1016,Trousers Denim,"Slim-fit biker jeans in washed stretch denim with hard-worn details, an adjustable elasticated waist and zip fly and button. Front and back pockets, and legs with decorative stitching and narrow hems."
27740,620585013,620585,Lulu tee,255,T-shirt,Garment Upper body,1010018,Treatment,9,Black,4,Dark,5,Black,5962,Jersey Fancy DS,D,Divided,2,Divided,58,Divided Selected,1005,Jersey Fancy,"T-shirt in jersey made from a viscose and cotton blend with a twisted trim at the neckline and sleeves, visible seams front and back and a rounded hem."
27743,620608004,620608,Anna price sandal SG,91,Sandals,Shoes,1010001,All over pattern,61,Light Purple,1,Dusty Light,6,Lilac Purple,4311,Kids Girl Shoes,J,"Children Accessories, Swimwear",4,Baby/Children,42,Kids & Baby Shoes,1020,Shoes,"Sandals with wide, crossover straps at the front and elastic at the back. Imitation leather insoles and rubber soles."
27755,620745003,620745,OL BARNES Espadrille,144,Flat shoe,Shoes,1010016,Solid,43,Dark Red,4,Dark,18,Red,3527,Flats,C,Ladies Accessories,1,Ladieswear,64,Womens Shoes,1020,Shoes,"Imitation suede espadrilles with pointed toes, a braided jute trim around the soles and an adjustable imitation leather ankle strap with a metal buckle. Imitation leather insoles, satin linings and rubber soles."
27758,620754001,620754,OL THESSALY sandal,91,Sandals,Shoes,1010016,Solid,9,Black,4,Dark,5,Black,3527,Flats,C,Ladies Accessories,1,Ladieswear,64,Womens Shoes,1020,Shoes,"Satin sandals with narrow straps that cross over the foot, some of which are decorated with sparkly stones. Heel strap, imitation leather insoles and rubber soles."
27789,620870004,620870,JAKE HT BB,94,Sneakers,Shoes,1010016,Solid,8,Dark Grey,4,Dark,12,Grey,4221,Young Boy Shoes,J,"Children Accessories, Swimwear",4,Baby/Children,42,Kids & Baby Shoes,1020,Shoes,"Hi-tops with a padded edge, hook and loop tab at the top, elasticated lacing at the front and a loop at the back. Mesh linings and insoles and rubber soles."
27796,620907005,620907,Time To Dance Triangle,298,Bikini top,Swimwear,1010011,Metallic,13,Beige,2,Medium Dusty,11,Beige,4242,Swimwear,B,Lingeries/Tights,1,Ladieswear,60,"Womens Swimwear, beachwear",1018,Swimwear,Lined triangle bikini top with removable inserts and ties at the back and back of the neck.
27798,620908004,620908,Time to Dance Tie Tanga,59,Swimwear bottom,Swimwear,1010011,Metallic,13,Beige,2,Medium Dusty,11,Beige,4242,Swimwear,B,Lingeries/Tights,1,Ladieswear,60,"Womens Swimwear, beachwear",1018,Swimwear,Fully lined bikini bottoms with a low waist and ties at the sides.
27806,620928001,620928,PIPER POLO,257,Polo shirt,Garment Upper body,1010016,Solid,9,Black,4,Dark,5,Black,5832,Light Basic Jersey,F,Menswear,3,Menswear,26,Men Underwear,1002,Jersey Basic,Long-sleeved polo shirt in stretch jersey made from a cotton blend with a collar and button placket. Slim Fit.
27818,620945002,620945,Papi Chulo Tie Tanga,59,Swimwear bottom,Swimwear,1010016,Solid,9,Black,4,Dark,5,Black,4242,Swimwear,B,Lingeries/Tights,1,Ladieswear,60,"Womens Swimwear, beachwear",1018,Swimwear,Fully lined bikini bottoms with a low waist. Ties and decorative metal rings at the sides.
27819,620945003,620945,Papi Chulo Tie Tanga,59,Swimwear bottom,Swimwear,1010016,Solid,93,Dark Green,4,Dark,19,Green,4242,Swimwear,B,Lingeries/Tights,1,Ladieswear,60,"Womens Swimwear, beachwear",1018,Swimwear,Fully lined bikini bottoms with a low waist. Ties and decorative metal rings at the sides.
27820,620945004,620945,Papi Chulo Tie Tanga,59,Swimwear bottom,Swimwear,1010016,Solid,10,White,3,Light,9,White,4242,Swimwear,B,Lingeries/Tights,1,Ladieswear,60,"Womens Swimwear, beachwear",1018,Swimwear,Fully lined bikini bottoms with a low waist. Ties and decorative metal rings at the sides.
27821,620951001,620951,Madison destroy,272,Trousers,Garment Lower body,1010023,Denim,8,Dark Grey,4,Dark,12,Grey,1722,Trouser,A,Ladieswear,1,Ladieswear,15,Womens Everyday Collection,1009,Trousers,"5-pocket, high-waisted jeans in washed stretch denim with worn details, a zip fly and button and skinny legs with raw-edge, frayed hems."
27822,620951002,620951,Madison destroy,272,Trousers,Garment Lower body,1010023,Denim,72,Blue,2,Medium Dusty,2,Blue,1722,Trouser,A,Ladieswear,1,Ladieswear,15,Womens Everyday Collection,1009,Trousers,"5-pocket, high-waisted jeans in washed stretch denim with worn details, a zip fly and button and skinny legs with raw-edge, frayed hems."
27824,620963002,620963,Papi Chulo Top,298,Bikini top,Swimwear,1010016,Solid,9,Black,4,Dark,5,Black,4242,Swimwear,B,Lingeries/Tights,1,Ladieswear,60,"Womens Swimwear, beachwear",1018,Swimwear,"Lined triangle bikini top with removable inserts. Shoulder straps with plastic rings that can be tied at the back of the neck and back, and can also be crossed over at the back."
27825,620963003,620963,Papi Chulo Top,298,Bikini top,Swimwear,1010016,Solid,93,Dark Green,4,Dark,19,Green,4242,Swimwear,B,Lingeries/Tights,1,Ladieswear,60,"Womens Swimwear, beachwear",1018,Swimwear,"Lined triangle bikini top with removable inserts. Shoulder straps with plastic rings that can be tied at the back of the neck and back, and can also be crossed over at the back."
27826,620963004,620963,Papi Chulo Top,298,Bikini top,Swimwear,1010016,Solid,10,White,3,Light,9,White,4242,Swimwear,B,Lingeries/Tights,1,Ladieswear,60,"Womens Swimwear, beachwear",1018,Swimwear,"Lined triangle bikini top with removable inserts. Shoulder straps with plastic rings that can be tied at the back of the neck and back, and can also be crossed over at the back."
27830,620981001,620981,CSP Durian etno sweater,252,Sweater,Garment Upper body,1010007,Embroidery,10,White,3,Light,9,White,1640,Tops Fancy Jersey,D,Divided,2,Divided,53,Divided Collection,1005,Jersey Fancy,"Short top in sweatshirt fabric with embroidery, ribbons and tassels at the top, long, wide sleeves and ribbing around the neckline, cuffs and hem. Soft brushed inside."
27834,621018003,621018,Ray Embroided Tank,253,Vest top,Garment Upper body,1010007,Embroidery,9,Black,4,Dark,5,Black,1647,Tops Knitwear,D,Divided,2,Divided,53,Divided Collection,1003,Knitwear,"Short top in soft, fine-knit slub cotton with a V-neck, narrow shoulder straps and embroidered appliqués on the front."
27835,621019001,621019,Nelson Pearl Tee CK,252,Sweater,Garment Upper body,1010016,Solid,9,Black,4,Dark,5,Black,1647,Tops Knitwear,D,Divided,2,Divided,53,Divided Collection,1003,Knitwear,"Straight-style, short-sleeved top in an airy rib knit with decorative plastic beads on the shoulders and sleeves."
27837,621020001,621020,Bella Pointelle Cardigan,245,Cardigan,Garment Upper body,1010026,Other structure,10,White,3,Light,9,White,1647,Tops Knitwear,D,Divided,2,Divided,53,Divided Collection,1003,Knitwear,"Fine-knit pointelle cardigan in a soft viscose blend with dropped shoulders, slits in the sides and no buttons. Ribbing at the cuffs, hem and along the side seams and front opening."
27841,621044004,621044,Conny Crochet Tank,253,Vest top,Garment Upper body,1010013,Other pattern,42,Red,7,Medium,18,Red,1647,Tops Knitwear,D,Divided,2,Divided,53,Divided Collection,1003,Knitwear,Cropped crocheted top in soft cotton with a V-neck and narrow shoulder straps. Unlined.
27854,621248002,621248,Let's Go Top,254,Top,Garment Upper body,1010016,Solid,71,Light Blue,1,Dusty Light,2,Blue,1926,Woven Occasion,A,Ladieswear,1,Ladieswear,14,Womens Premium,1013,Dresses Ladies,"Sleeveless top in satin with lace details. Wrapover, lace-trimmed V-neck with a frill on the shoulders and a seam at the waist with a flounce to the hem. Unlined."
27860,621251002,621251,The small V,254,Top,Garment Upper body,1010021,Lace,31,Light Orange,1,Dusty Light,3,Orange,1686,Jersey Occasion,A,Ladieswear,1,Ladieswear,14,Womens Premium,1013,Dresses Ladies,Lace top with short cap sleeves. V-neck with a lace trim at the top and scalloped trims at the sleeves and hem. Partly lined.
27867,621295001,621295,KIEHL Bikni,299,Swimwear set,Swimwear,1010001,All over pattern,50,Other Pink,5,Bright,4,Pink,4310,Kids Girl Swimwear,J,"Children Accessories, Swimwear",4,Baby/Children,43,"Kids Accessories, Swimwear & D",1018,Swimwear,"Fully lined lace bikini. Top with narrow shoulder straps, a decorative pendant at the top, wide flounce at the front and no fasteners. Matching bottoms."
27894,621367001,621367,PE Lee bikini bottom 2,59,Swimwear bottom,Swimwear,1010016,Solid,9,Black,4,Dark,5,Black,3080,Take Care External,A,Ladieswear,1,Ladieswear,97,Collaborations,1001,Unknown,"Fully lined bikini bottoms with a low, elasticated waist."
27896,621372001,621372,PE Aurora dress 2,265,Dress,Garment Full body,1010017,Stripe,73,Dark Blue,4,Dark,2,Blue,3080,Take Care External,A,Ladieswear,1,Ladieswear,97,Collaborations,1001,Unknown,"Calf-length, straight-cut wrap dress in a soft viscose weave with a sheen. Small stand-up collar, long wide sleeves, a tie belt at the waist and patch front pockets. Unlined."
27898,621381001,621381,Jade Trash HW Skinny Denim TRS,272,Trousers,Garment Lower body,1010016,Solid,71,Light Blue,3,Light,2,Blue,1747,Trousers,D,Divided,2,Divided,53,Divided Collection,1009,Trousers,"High-waisted jeans in washed superstretch denim with hard-worn details, a zip fly and button, back pockets and skinny legs."
27899,621381002,621381,Jade Denim Fancy Trash TRS,272,Trousers,Garment Lower body,1010016,Solid,9,Black,4,Dark,5,Black,1747,Trousers,D,Divided,2,Divided,53,Divided Collection,1009,Trousers,"High-waisted jeans in washed superstretch denim with hard-worn details, a zip fly and button, back pockets and skinny legs."
27901,621381008,621381,Jade Denim Fancy Trash TRS,272,Trousers,Garment Lower body,1010016,Solid,71,Light Blue,3,Light,2,Blue,1747,Trousers,D,Divided,2,Divided,53,Divided Collection,1009,Trousers,"High-waisted jeans in washed superstretch denim with hard-worn details, a zip fly and button, back pockets and skinny legs."
27902,621381009,621381,Jade Trash HW Skinny Denim TRS,272,Trousers,Garment Lower body,1010016,Solid,71,Light Blue,1,Dusty Light,2,Blue,1747,Trousers,D,Divided,2,Divided,53,Divided Collection,1009,Trousers,"High-waisted jeans in washed superstretch denim with hard-worn details, a zip fly and button, back pockets and skinny legs."
27903,621381010,621381,Jade Denim Fancy Trash TRS,272,Trousers,Garment Lower body,1010016,Solid,73,Dark Blue,4,Dark,2,Blue,1747,Trousers,D,Divided,2,Divided,53,Divided Collection,1009,Trousers,"High-waisted jeans in washed superstretch denim with hard-worn details, a zip fly and button, back pockets and skinny legs."
27904,621381011,621381,Jade Denim Trash TRS,272,Trousers,Garment Lower body,1010016,Solid,9,Black,4,Dark,5,Black,1747,Trousers,D,Divided,2,Divided,53,Divided Collection,1009,Trousers,"High-waisted jeans in washed superstretch denim with hard-worn details, a zip fly and button, back pockets and skinny legs."
27917,621400003,621400,J Cardiff tee EQ,254,Top,Garment Upper body,1010016,Solid,22,Yellow,7,Medium,8,Yellow,3030,Equatorial Assortment,A,Ladieswear,1,Ladieswear,15,Womens Everyday Collection,1001,Unknown,Straight-cut top in slub cotton jersey. Short sleeves with an opening with lacing.
27931,621474001,621474,Rocky,258,Blouse,Garment Upper body,1010017,Stripe,73,Dark Blue,4,Dark,2,Blue,1322,Dress,A,Ladieswear,1,Ladieswear,15,Womens Everyday Collection,1013,Dresses Ladies,"Tunic in woven fabric with a pleat at the front and bell-shaped hem. V-neck, dropped shoulders, yoke with a pleat at the back and long sleeves with buttoned cuffs. Slightly longer at the back."
27934,621474008,621474,Rocky,258,Blouse,Garment Upper body,1010016,Solid,9,Black,4,Dark,5,Black,1322,Dress,A,Ladieswear,1,Ladieswear,15,Womens Everyday Collection,1013,Dresses Ladies,"Tunic in woven fabric with a pleat at the front and bell-shaped hem. V-neck, dropped shoulders, yoke with a pleat at the back and long sleeves with buttoned cuffs. Slightly longer at the back."
27939,621499003,621499,Naomi l/s,254,Top,Garment Upper body,1010008,Front print,73,Dark Blue,4,Dark,2,Blue,8716,Young Girl Jersey Fancy,I,Children Sizes 134-170,4,Baby/Children,77,Young Girl,1005,Jersey Fancy,Long-sleeved top in soft cotton jersey with sequins on the front and a rounded hem. Slightly longer at the back.
27943,621513003,621513,W Forever trousers EQ,272,Trousers,Garment Lower body,1010016,Solid,73,Dark Blue,4,Dark,2,Blue,3030,Equatorial Assortment,A,Ladieswear,1,Ladieswear,15,Womens Everyday Collection,1001,Unknown,"Wide, high-waisted trousers in a cotton weave with a detachable tie belt, pleats at the top and a zip fly with a concealed hook-and-eye fastener. Low crotch, side pockets and wide, straight legs."
27947,621522001,621522,Mike tee,255,T-shirt,Garment Upper body,1010014,Placement print,10,White,3,Light,9,White,5848,Jersey Fancy,F,Menswear,3,Menswear,21,Contemporary Casual,1005,Jersey Fancy,"T-shirt in soft, printed cotton jersey."
27959,621522022,621522,Mike tee,255,T-shirt,Garment Upper body,1010010,Melange,7,Grey,1,Dusty Light,12,Grey,5848,Jersey Fancy,F,Menswear,3,Menswear,21,Contemporary Casual,1005,Jersey Fancy,"T-shirt in soft, printed cotton jersey."
27975,621523013,621523,Fav Polo solid,257,Polo shirt,Garment Upper body,1010010,Melange,7,Grey,1,Dusty Light,12,Grey,5848,Jersey Fancy,F,Menswear,3,Menswear,21,Contemporary Casual,1005,Jersey Fancy,"Polo shirt in cotton piqué with a ribbed collar, two buttons at the top, short sleeves with ribbed trims, and short slits in the sides."
28002,621683001,621683,BonBon,258,Blouse,Garment Upper body,1010022,Jacquard,33,Dark Orange,5,Bright,3,Orange,1522,Blouse,A,Ladieswear,1,Ladieswear,15,Womens Everyday Collection,1010,Blouses,"Off-the-shoulder top in a plumeti cotton weave with a frill-trimmed top, short, wide sleeves and a rounded hem."
